english,chinese
The key to prevent such phenomena is to dissolve these exclusive or hostile theist elements in religions and to base their doctrines on a universal humanist idea.,因此，为了防止这种现象，各个宗教应该消解那种排外仇他的神本主义倾向，而将教义建立在普遍性人本主义的基础上。
"Yesterday, household electrical appliances industry is more active plate, the plate has become among the biggest gainers , but on the whole stage in a vulnerable state of the market.",昨天家电业板块较为活跃，成为涨幅居前的板块，不过总体上市场处于阶段性弱势状态。
"According to room USES, area, internal personnel quantity determine appropriate volume, according to table 3.1 new choice.",根据房间用途、面积、内部人员数量确定合适新风量，按表3.1进行选择。
"With thr third cup of tea, you are family.",敬上一杯茶，你是一个陌生人；
OBJECTIVE To introduce the progress of remifentanil which is a newly synthesized opioid used in obstetric anesthesia and analgesia .,目的介绍新合成的阿片类药物瑞芬太尼在产科麻醉与镇痛中应用的研究进展。
"The participants carried out the positive discussion on the possible economic and trade cooperation with Luxemburg, and were more confident about Lu as the fast track to Europe markets.",与会的企业代表与卢方就可能开展的经贸合作展开了积极的讨论与磋商，对卢作为进入欧洲市场的快捷通道信心倍增。
"On a recent Friday afternoon, a friend of mine went into a big mobile phone store in the City to buy a new phone for his wife.",不久前一个周五下午，我的一个朋友去伦敦商业区一家手机大卖场为他老婆买一部新手机。
"All products carry with the paper work , certificate logo and cards.",所有产品随身携带的文件，证书及标识卡。
"The previous concept of line graph is generalized, and the concept of line graph over multigraph is proposed.",提出了多重图的线图的概念，研究了多重图的线图连通度的上界和下界。
Under the warm sun silver creeks were coiling in all directions.,阳光下，银色的溪涧，曲折蜿蜒，流向四方。
"This paper, following a minimum potential principle, derived the formula calculating the critical loads of the elastic rectangular thin plate with holes and columns under various conditions.",本文根据最小势能原理，导出了各种不同约束条件下求解带肋开孔矩形薄板临界力计算公式。
Objective: To observe the successful rate of combined trabeculectomy with Die Mai Ling injection to treat the late primary glaucoma.,前言： 目的观察碟脉灵静滴联合复合式小梁切除术治疗晚期青光眼的疗效。
"Sina forecast third-quarter revenue, excluding the recognition of $4.7 million in deferred revenue, to reach $123 million-$126 million, up 19%-22% from an adjusted $103.6 million a year earlier.",新浪预计第三季度收入，不包括470万的预收账款，会达到1.23亿-1.26亿美元，比去年增长19%-22%。
"In the phase II study, the rate of life-threatening and fatal pulmonary hemorrhages had been increased with beacizumab treatment (9.1%).",在II期研究中，贝伐单抗治疗导致的致命率和致死性肺出血就已经增加（9.1%）。
"Deeply concerned about, such as a spary garland Extremely rooted in the people.",深深的牵挂，像一根长藤扎根在人们的魂灵。
"Since there is not an international convention governing parallel import, each country relies only on its own laws and trade policies.",由于至今尚没有统辖平行进口的国际公约，各国仅依其国内立法及贸易政策来处理版权商品的平行进口问题。
"Results: The median PTA changed by 3 dB, and hearing was preserved to within 10 dB of preoperative level in 72% of patients.",结果：纯音测听平均值在中位数左右波动变化为3分贝，并且有72%的患者的听力损失维持在术前水平的10分贝以内。
"In 2006, he left the university for the Swedish Council of Health Technology Assessment (SBU) where he was recruited as project director and information specialist.",2006年，他离开了大学供职于瑞典卫生技术评估委员会（战略事业部门），在那里他担任项目总监和信息专员。
"When it comes to building your business, there are 4 words that should be echoing in your mind throughout the day; they are Do it Fucking Now.",谈到拓展业务，你的心里应该时刻回响这几个字，就是‘该死的现在就动手吧。’
"Sweet rose, wcorrupt hue enraged and adventurous.",漂亮的玫瑰，色泽红润明丽。
"Emmanuel Adebayor came closest for City with a shot from outside the area that was well saved by Pepe Reina, while Martin Skrtel should have scored for the Reds just before the break.",阿德巴约大禁区外的远射差点先拔头筹，但是雷纳奋力把球扑出，然而上半场临近结束前斯科特尔头球差点为利物浦首开纪录。
"In the model, herding behavior is able to lead investors to over-react to the information, and the market presents excess volatility;",模型中，羊群行为会造成投资者对信息过度反应，从而使市场表现为过度波动；
Sticking out of the clod is a shoe.,从土块里还伸出来一只鞋。
"Besides, the retrieval accuracy also varies in different cloud types because of the magnitude of the LWC, the characteristic of the regular operator, and the lateral boundary factor.",受云液水含量、 正则算子特性及边界因素的综合影响， 不同云型的反演精度存在差异。
"The RDP and modeling for runner of turbine based on VM, 3D flow numerical simulation inside runner, and optimization design of the blade of runner based on VPD are discussed detailedly in this paper.",并详细讨论了基于VM的水轮机叶轮研制流程、基于VM的叶轮建模、叶轮内部的三维流场数值仿真和基于VPD的叶片优化设计。
